WikidataID,itemLabel,en_description,sitelinks
Q495157,Preston County,"county in West Virginia, United States",43
Q495160,Logan County,"county in West Virginia, United States",42
Q495175,Upshur County,"county in West Virginia, United States",43
Q501312,Pocahontas County,"county in West Virginia, United States",43
Q501331,Wood County,"county in West Virginia, United States",43
Q501555,Wirt County,"county in West Virginia, United States",42
Q501800,Kanawha County,"county in West Virginia, United States",43
Q501804,McDowell County,"county in West Virginia, United States",43
Q501809,Putnam County,"county in West Virginia, United States",42
Q501815,Raleigh County,"county in West Virginia, United States",43
Q501819,Randolph County,"county in West Virginia, United States",42
Q501823,Mercer County,"county in West Virginia, United States",42
Q501827,Summers County,"county in West Virginia, United States",42
Q501830,Mason County,"county in West Virginia, United States",42
Q501835,Roane County,"county in West Virginia, United States",43
Q501839,Ritchie County,"county in West Virginia, United States",42
Q501843,Wyoming County,"county in West Virginia, United States",42
Q501858,Wetzel County,"county in West Virginia, United States",42
Q504830,Fayette County,"county in West Virginia, United States",43
Q504838,Marshall County,"county in West Virginia, United States",44
Q504842,Gilmer County,"county in West Virginia, United States",44
Q504846,Marion County,"county in West Virginia, United States",44
Q504850,Harrison County,"county in West Virginia, United States",43
Q504856,Jackson County,"county in West Virginia, United States",44
Q504863,Hancock County,"county in West Virginia, United States",44
Q510407,Mineral County,"county in West Virginia, United States",44
Q511069,Tyler County,"county in West Virginia, United States",43
Q511095,Taylor County,"county in West Virginia, United States",41
Q695782,Garfield County,"county in the state of Washington, United States",43
Q820502,Klickitat County,"county in the state of Washington, United States",42
Q847673,Clay County,"county in West Virginia, United States",43
Q847676,Ohio County,"county in West Virginia, United States",43
Q109969,Adams County,"county in Ohio, United States",43
Q111310,Erie County,"county in Ohio, United States",43
Q111575,Brown County,"county in Ohio, United States",43
Q112107,Lucas County,"county in Ohio, United States",45
Q113220,Henry County,"county in Ohio, United States",42
Q113237,Franklin County,"county in Ohio, United States",44
Q113875,Clinton County,"county in Ohio, United States of America",44
Q114140,Jefferson County,"county in Ohio, United States",45
Q152891,Hamilton County,"county in Ohio, United States",47
Q251267,Cuyahoga County,"county in Ohio, United States",48
Q251277,Lorain County,"county in Ohio, United States",45
Q278589,Putnam County,"county in Ohio, United States",42
Q288592,Geauga County,"county in Ohio, United States",43
Q288606,Lake County,"county in Ohio, United States",43
Q336167,Huron County,"county in Ohio, United States",43
Q336183,Medina County,"county in Ohio, United States",43
Q336190,Defiance County,"county in Ohio, United States",43
Q336229,Trumbull County,"county in Ohio, United States",45
Q336322,Ashtabula County,"county in Ohio, United States",44
Q336337,Portage County,"county in Ohio, United States",43
Q372364,Auglaize County,"county in Ohio, United States",43
Q386271,Pickaway County,"county in Ohio, United States",43
Q389573,Champaign County,"county in Ohio, United States",43
Q402938,Hancock County,"county in Ohio, United States",43
Q402945,Paulding County,"county in Ohio, United States",44
Q403184,Wayne County,"county in Ohio, United States",45
Q403310,Richland County,"county in Ohio, United States",41
Q403319,Wyandot County,"county in Ohio, United States",41
Q403544,Ashland County,"county in Ohio, United States",44
Q403777,Crawford County,"county in Ohio, United States",42
Q421956,Harrison County,"county in Ohio, United States",43
Q421960,Columbiana County,"county in Ohio, United States",44
Q421963,Tuscarawas County,"county in Ohio, United States",43
Q421970,Carroll County,"county in Ohio, United States",43
Q421974,Stark County,"county in Ohio, United States",46
Q483923,Williams County,"county in Ohio, United States",43
Q485502,Mahoning County,"county in Ohio, United States",44
Q485513,Belmont County,"county in Ohio, United States",43
Q485524,Delaware County,"county in Ohio, United States",42
Q485526,Madison County,"county in Ohio, United States",42
Q485528,Ross County,"county in Ohio, United States",43
Q485532,Coshocton County,"county in Ohio, United States",43
Q485536,Summit County,"county in Ohio, United States",43
Q485539,Fulton County,"county in Ohio, United States",43
Q485543,Sandusky County,"county in Ohio, United States",43
Q485549,Mercer County,"county in Ohio, United States",43
Q485553,Seneca County,"county in Ohio, United States",43
Q485558,Clark County,"county in Ohio, United States",42
Q485561,Butler County,"county in Ohio, United States",44
Q485571,Wood County,"county in Ohio, United States",44
Q485577,Allen County,"county in Ohio, United States",44
Q485582,Clermont County,"county in Ohio, United States",44
Q485588,Athens County,"county in Ohio, United States",42
Q485592,Darke County,"county in Ohio, United States",43
Q485596,Ottawa County,"county in Ohio, United States",44
Q485600,Montgomery County,"county in Ohio, United States",45
Q485615,Lawrence County,"county in Ohio, United States",42
Q507722,Sampson County,"county in North Carolina, United States",41
Q507733,Robeson County,"county in North Carolina, United States",40
Q507743,Transylvania County,"county in North Carolina, United States",41
Q507757,Lincoln County,"county in North Carolina, United States",41
Q507770,Mecklenburg County,"county in North Carolina, United States",43
Q507782,Moore County,"county in North Carolina, United States",41
Q507798,Stanly County,"county in North Carolina, United States",40
Q507811,McDowell County,"county in North Carolina, United States",41
Q507826,Pender County,"county in North Carolina, United States",42
Q507838,Lee County,"county in North Carolina, United States",40
Q507853,Warren County,"county in North Carolina, United States",41
Q507870,Richmond County,"county in North Carolina, United States",40
Q507881,Surry County,"county in North Carolina, United States",41
Q507892,Polk County,"county in North Carolina, United States",39
Q507907,Lenoir County,"county in North Carolina, United States",41
Q507918,Tyrrell County,"county in North Carolina, United States",41
Q507943,Randolph County,"county in North Carolina, United States",40
Q507957,Orange County,"county in North Carolina, United States",40
Q507966,Rowan County,"county in North Carolina, United States",42
Q507981,Vance County,"county in North Carolina, United States",40
Q508209,New Hanover County,"county in North Carolina, United States",42
Q508220,Onslow County,"county in North Carolina, United States",41
Q508247,Union County,"county in North Carolina, United States",42
Q508254,Rutherford County,"county in North Carolina, United States",40
Q508271,Person County,"county in North Carolina, United States",41
Q509786,Davie County,"county in North Carolina, United States",41
Q509813,Columbus County,"county in North Carolina, United States",41
Q509838,Gates County,"county in North Carolina, United States",42
Q509910,Halifax County,"county in North Carolina, United States",41
Q509926,Forsyth County,"county in North Carolina, United States",42
Q510900,Wilson County,"county in North Carolina, United States",40
Q511659,Hyde County,"county in North Carolina, United States",44
Q511691,Cleveland County,"county in North Carolina, United States",42
Q511713,Davidson County,"county in North Carolina, United States of America",43
Q511747,Henderson County,"county in North Carolina, United States",40
Q511761,Currituck County,"county in North Carolina, United States",42
Q511772,Greene County,"county in North Carolina, United States",41
Q511788,Duplin County,"county in North Carolina, United States",41
Q511834,Cumberland County,"county in North Carolina, United States",41
Q511849,Gaston County,"county in North Carolina, United States",41
Q529958,Craven County,"county in North Carolina, United States",42
Q751202,Hertford County,"county in North Carolina, United States",42
Q943772,Chowan County,"county in North Carolina, United States",42
Q32349,Lake County,"county in Colorado, United States",48
Q63729,Moffat County,"county in Colorado, United States",48
Q94783,Weld County,"county in Colorado, United States",46
Q107146,Alameda County,"county in California, United States",67
Q108047,Kern County,"county in California, United States",59
Q108053,San Bernardino County,"county in California, United States",63
Q108058,Contra Costa County,"county in California, United States",59
Q108067,Sonoma County,"county in California, United States",59
Q108072,Monterey County,"county in California, United States",58
Q108077,Alpine County,"county in California, United States",55
Q108083,Solano County,"county in California, United States of America",55
Q108087,Mendocino County,"county in northwestern California, United States",52
Q108093,El Dorado County,"county in California, United States",61
Q108101,San Mateo County,"county in California, United States",62
Q108106,Santa Barbara County,"county in southern California, United States",63
Q108111,Riverside County,"county in California, United States",59
Q108117,Marin County,"county in California, United States",78
Q108122,Santa Cruz County,"county in California, United States",54
Q108127,Ventura County,"county in California, United States of America",56
Q108131,Sacramento County,"county in California, United States",53
Q108137,Napa County,"county in California, United States",60
Q108143,San Diego County,"county in California, United States",65
Q108499,San Joaquin County,"county in California, United States",53
Q108503,Stanislaus County,"county in California, United States",53
Q108832,Cherokee County,"county in Alabama, United States",50
Q108856,Calhoun County,"county in Alabama, United States",49
Q108871,Butler County,"county in Alabama, United States",50
Q109437,Barbour County,"county in Alabama, United States",50
Q109651,Humboldt County,"county in California, United States",53
Q109656,San Benito County,"county in California, United States",50
Q109661,Madera County,"county in California, United States",53
Q109670,Inyo County,"county in California, United States",55
Q109681,Nevada County,"county in California, United States",53
Q109686,Tulare County,"county in California, United States",53
Q109690,Merced County,"county in California, United States",53
Q109695,Modoc County,"county in California, United States",50
Q109705,Tehama County,"county in California, United States",51
Q109709,Yolo County,"county in California, United States",52
Q110739,Santa Clara County,"county in California, United States",64
Q111250,Blount County,"county in Alabama, United States",49
Q111254,Choctaw County,"county in Alabama, United States",49
Q111259,Bullock County,"county in Alabama, United States",50
Q111266,Chilton County,"county in Alabama, United States",51
Q111273,Clarke County,"county in Alabama, United States",48
Q111280,Chambers County,"county in Alabama, United States",48
Q111774,El Paso County,"county in Colorado, United States",47
Q112271,Jefferson County,"county in Alabama, United States",49
Q112807,Adams County,"county in Colorado, United States",49
Q112977,Clear Creek County,"county in Colorado, United States",47
Q113029,Boulder County,"county in Colorado, United States",46
Q113423,Chaffee County,"county in Colorado, United States",47
Q115551,Eagle County,"county in Colorado, United States",46
Q115556,Douglas County,"county in Colorado, United States",47
Q115563,Elbert County,"county in Colorado, United States",47
Q115568,Garfield County,"county in Colorado, United States",47
Q115577,Gilpin County,"county in Colorado, United States",47
Q115583,Fremont County,"county in Colorado, United States",48
Q115589,Grand County,"county in Colorado, United States",46
Q127970,Larimer County,"county in Colorado, United States",48
Q127972,Kiowa County,"county in Colorado, United States",46
Q127973,Huerfano County,"county in Colorado, United States",47
Q137828,Morgan County,"county in Alabama, United States",45
Q156163,Baldwin County,"county in Alabama, United States",55
Q156168,Autauga County,"county in Alabama, United States",54
Q156177,Amador County,"county in California, United States",57
Q156181,Butte County,"county in California, United States",55
Q156186,Del Norte County,"county in California, United States",55
Q156188,Trinity County,"county in northwestern California, United States",49
Q156191,Mariposa County,"county in California, United States",51
Q156340,Lassen County,"county in California, United States",52
Q156342,Plumas County,"county in the Sierra Nevada, California, United States",49
Q156346,Tuolumne County,"county in California, United States",52
Q156350,Shasta County,"county in California, United States",53
Q156353,Placer County,"county in California, United States",50
Q156358,Kings County,"county in California, United States",52
Q156361,Lake County,"county in California, United States",52
Q156366,Mono County,"county in California, United States",54
Q156370,Sierra County,"county in California, United States",50
Q156374,Siskiyou County,"county in state of California, United States",50
Q156377,Sutter County,"county in California, United States",53
Q156570,Clay County,"county in Alabama, United States",47
Q169952,Imperial County,"county in California, United States",60
Q196014,Yuba County,"county in California, United States",51
Q271601,Glenn County,"county in California, United States",53
Q271609,Colusa County,"county in California, United States",54
Q271613,Calaveras County,"county in California, United States",55
Q271915,Fresno County,"county in California, United States",54
Q491208,Roseau County,"county in Minnesota, United States",43
Q491214,Mille Lacs County,"county in Minnesota, United States",44
Q491229,Wilkin County,"county in Minnesota, United States",43
Q491243,Lake of the Woods County,"county in Minnesota, United States",42
Q491256,Scott County,"county in Minnesota, United States",44
Q491272,Morrison County,"county in Minnesota, United States",43
Q491281,Winona County,"county in Minnesota, United States",43
Q491288,Le Sueur County,"county in Minnesota, United States",42
Q491292,Watonwan County,"county in Minnesota, United States",43
Q497482,Murray County,"county in Minnesota, United States of America",43
Q497984,McLeod County,"county in Minnesota, United States",42
Q842938,Mahnomen County,"county in Minnesota, United States",43
Q13188841,San Francisco County,"county, coextensive with the city of San Francisco, California, United States",9
Q110504,Camden County,"county in Georgia, United States",45
Q111720,Gilchrist County,"county in Florida, United States",46
Q111867,Ben Hill County,"county in Georgia, United States",44
Q111894,Emanuel County,"county in Georgia, United States",42
Q111928,Coweta County,"county in Georgia, United States",46
Q112061,Clarke County,"county in Georgia, United States",45
Q113005,Colquitt County,"county in Georgia, United States",45
Q115272,Dodge County,"county in Georgia, United States",42
Q115307,Columbia County,"county in Georgia, United States",45
Q127975,Jackson County,"county in Colorado, United States",48
Q127978,Jefferson County,"county in Colorado, United States",48
Q127979,Gunnison County,"county in Colorado, United States",47
Q128075,Las Animas County,"county in Colorado, United States",47
Q128079,Kit Carson County,"county in Colorado, United States",46
Q128080,Hinsdale County,"county in Colorado, United States",48
Q128096,La Plata County,"county in Colorado, United States",46
Q128137,Kent County,"county in Delaware, United States",48
Q134080,Taliaferro County,"county in Georgia, United States",41
Q153251,Mesa County,"county in Colorado, United States",48
Q156156,New Castle County,"county in Delaware, United States",51
Q156213,Sussex County,"county in Delaware, United States",48
Q156387,Madison County,"county in Georgia, United States",44
Q156429,Baca County,"county in Colorado, United States",47
Q156431,Cook County,"county in Georgia, United States",45
Q156486,Crisp County,"county in Georgia, United States",45
Q156503,Coffee County,"county in Georgia, United States",45
Q156568,Baker County,"county in Florida, United States",48
Q175035,Prowers County,"county in Colorado, United States",46
Q188204,Cullman County,"county in Alabama, United States",46
Q253538,Perry County,"county in Alabama, United States",41
Q261672,Lauderdale County,"county in Alabama, United States",43
Q302918,Talladega County,"county in Alabama, United States",44
Q311894,Archuleta County,"county in Colorado, United States",47
Q311897,Costilla County,"county in Colorado, United States",47
Q311901,Alamosa County,"county in Colorado, United States",47
Q311904,Arapahoe County,"county in Colorado, United States",46
Q311908,Cheyenne County,"county in Colorado, United States",47
Q311921,Sedgwick County,"county in Colorado, United States",46
Q312149,Delta County,"county in Colorado, United States",47
Q312155,Custer County,"county in Colorado, United States",47
Q312201,Bent County,"county in Colorado, United States",46
Q312254,Crowley County,"county in Colorado, United States",47
Q312449,Dolores County,"county in Colorado, United States",47
Q312451,Phillips County,"county in Colorado, United States",46
Q312453,Summit County,"county in Colorado, United States",47
Q312455,Conejos County,"county in Colorado, United States",47
Q312470,Logan County,"county in Colorado, United States",47
Q312473,Mineral County,"county in Colorado, United States",46
Q312475,Pitkin County,"county in Colorado, United States",47
Q312487,Washington County,"county in Colorado, United States",48
Q312497,Montezuma County,"county in Colorado, United States",47
Q312509,Otero County,"county in Colorado, United States",47
Q327080,Cleburne County,"county in Alabama, United States",46
Q366959,Jackson County,"county in Alabama, United States",46
Q461204,Bibb County,"county in Alabama, United States",50
Q485660,Coffee County,"county in Alabama, United States",47
Q487716,Conecuh County,"county in Alabama, United States",46
Q487725,Covington County,"county in Alabama, United States",45
Q487731,Colbert County,"county in Alabama, United States",48
Q487738,Coosa County,"county in Alabama, United States",48
Q487744,Escambia County,"county in Alabama, United States",45
Q488831,Crenshaw County,"county in Alabama, United States",46
Q488840,Dale County,"county in Alabama, United States",48
Q488847,Dallas County,"county in Alabama, United States",46
Q488892,Franklin County,"county in Alabama, United States",45
Q492888,Pike County,"county in Alabama, United States",43
Q493709,Greene County,"county in Alabama, United States",47
Q493715,Madison County,"county in Alabama, United States",45
Q493951,Etowah County,"county in Alabama, United States",47
Q493957,Fayette County,"county in Alabama, United States",45
Q494620,Geneva County,"county in Alabama, United States",46
Q494626,DeKalb County,"county in Alabama, United States",46
Q494630,Elmore County,"county in Alabama, United States",45
Q495738,Mobile County,"county in Alabama, United States",51
Q496292,Houston County,"county in Alabama, United States",45
Q501000,Henry County,"county in Alabama, United States",45
Q501051,Sumter County,"county in Alabama, United States",43
Q501055,Lee County,"county in Alabama, United States",44
Q501060,Monroe County,"county in Alabama, United States",43
Q501074,Marengo County,"county in Alabama, United States",46
Q501084,Shelby County,"county in Alabama, United States",45
Q501108,Limestone County,"county in Alabama, United States",44
Q501147,Hale County,"county in Alabama, United States",44
Q501157,Washington County,"county in Alabama, United States",46
Q502737,Lawrence County,"county in Alabama, United States",42
Q502739,Marion County,"county in Alabama, United States",44
Q502743,Randolph County,"county in Alabama, United States",43
Q502777,Macon County,"county in Alabama, United States",43
Q502784,Montgomery County,"county in Alabama, United States",45
Q502925,Marshall County,"county in Alabama, United States",44
Q503081,Wilcox County,"county in Alabama, United States",42
Q503088,Winston County,"county in Alabama, United States",43
Q503329,Russell County,"county in Alabama, United States",43
Q503451,St. Clair County,"county in Alabama, United States",43
Q503461,Lowndes County,"county in Alabama, United States",43
Q503877,Tuscaloosa County,"county in Alabama, United States",43
Q505317,Lamar County,"county in Alabama, United States",43
Q506291,Walker County,"county in Alabama, United States",42
Q512787,Tallapoosa County,"county in Alabama, United States",43
Q949766,Pickens County,"county in Alabama, United States",43
Q111968,Greer County,"county in Oklahoma, United States",39
Q267164,Kingfisher County,"county in Oklahoma, United States",38
Q346959,Adair County,"county in Oklahoma, United States",38
Q483857,Cotton County,"county in Oklahoma, United States",39
Q484590,Comanche County,"county in Oklahoma, United States",39
Q484596,Creek County,"county in Oklahoma, United States",39
Q484600,Grady County,"county in Oklahoma, United States",40
Q484603,Cleveland County,"county in Oklahoma, United States",40
Q484616,Garvin County,"county in Oklahoma, United States",38
Q484729,Garfield County,"county in Oklahoma, United States",38
Q484752,Delaware County,"county in Oklahoma, United States",38
Q485001,Harper County,"county in Oklahoma, United States",40
Q485006,Kiowa County,"county in Oklahoma, United States",39
Q485013,Ellis County,"county in Oklahoma, United States",39
Q485017,Texas County,"county in Oklahoma, United States",41
Q485024,Jefferson County,"county in Oklahoma, United States",41
Q485030,Jackson County,"county in Oklahoma, United States",41
Q485038,Oklahoma County,"county in Oklahoma, United States",40
Q485042,Atoka County,"county in Oklahoma, United States",39
Q485044,Cimarron County,"county in Oklahoma, United States",41
Q485047,Beaver County,"county in Oklahoma, United States",39
Q485628,Van Wert County,"county in Ohio, United States",45
Q485646,Scioto County,"county in Ohio, United States",42
Q485650,Holmes County,"county in Ohio, United States",42
Q486614,Canadian County,"county in Oklahoma, United States",39
Q486621,Grant County,"county in Oklahoma, United States",38
Q486626,Harmon County,"county in Oklahoma, United States",39
Q486651,Johnston County,"county in Oklahoma, United States",40
Q487280,Morrow County,"county in Ohio, United States",43
Q489306,Marshall County,"county in Oklahoma, United States",40
Q489312,Love County,"county in Oklahoma, United States",40
Q489318,Kay County,"county in Oklahoma, United States",38
Q489324,Tillman County,"county in Oklahoma, United States",39
Q489327,Hughes County,"county in Oklahoma, United States",39
Q489332,Roger Mills County,"county in Oklahoma, United States",39
Q489447,Woodward County,"county in Oklahoma, United States",38
Q489457,Wagoner County,"county in Oklahoma, United States",39
Q489463,Pushmataha County,"county in Oklahoma, United States",39
Q489468,Woods County,"county in Oklahoma, United States",38
Q489471,Pawnee County,"county in Oklahoma, United States",39
Q489477,Murray County,"county in Oklahoma, United States of America",40
Q489481,Tulsa County,"county in Oklahoma, United States",41
Q489486,Washington County,"county in Oklahoma, United States",41
Q489536,Union County,"county in Ohio, United States",44
Q489546,Shelby County,"county in Ohio, United States",43
Q489553,Marion County,"county in Ohio, United States",43
Q489571,Washington County,"county in Ohio, United States",46
Q489576,Warren County,"county in Ohio, United States",44
Q489586,Perry County,"county in Ohio, United States",41
Q489591,Monroe County,"county in Ohio, United States",42
Q489595,Miami County,"county in Ohio, United States",41
Q489599,Morgan County,"county in Ohio, United States",42
Q489912,Noble County,"county in Ohio, United States",41
Q489915,Meigs County,"county in Ohio, United States of America",41
Q489919,Pike County,"county in Ohio, United States",41
Q489935,Preble County,"county in Ohio, United States",43
Q489942,Vinton County,"county in Ohio, United States",41
Q490144,Highland County,"county in Ohio, United States",42
Q490150,Licking County,"county in Ohio, United States",42
Q490157,Fairfield County,"county in Ohio, United States",42
Q490161,Fayette County,"county in Ohio, United States",43
Q490168,Guernsey County,"county in Ohio, United States",42
Q490181,Knox County,"county in Ohio, United States",42
Q490184,Hardin County,"county in Ohio, United States of America",42
Q490190,Logan County,"county in Ohio, United States",42
Q490690,Haskell County,"county in Oklahoma, United States",38
Q490716,Custer County,"county in Oklahoma, United States",38
Q490722,Dewey County,"county in Oklahoma, United States",39
Q490727,Coal County,"county in Oklahoma, United States",39
Q490745,Choctaw County,"county in Oklahoma, United States",38
Q490796,Alfalfa County,"county in Oklahoma, United States",38
Q490799,Craig County,"county in Oklahoma, United States",39
Q491590,Caddo County,"county in Oklahoma, United States",38
Q491616,Bryan County,"county in Oklahoma, United States",39
Q491623,Blaine County,"county in Oklahoma, United States",37
Q491633,Cherokee County,"county in Oklahoma, United States",39
Q491646,Beckham County,"county in Oklahoma, United States",39
Q495479,Pittsburg County,"county in Oklahoma, United States",39
Q495564,Ottawa County,"county in Oklahoma, United States",40
Q495570,Noble County,"county in Oklahoma, United States",38
Q495581,Stephens County,"county in Oklahoma, United States",38
Q495839,Major County,"county in Oklahoma, United States",38
Q495845,Sequoyah County,"county in Oklahoma, United States",36
Q495851,McCurtain County,"county in Oklahoma, United States",38
Q495856,Pontotoc County,"county in Oklahoma, United States",39
Q495862,McClain County,"county in Oklahoma, United States",38
Q495867,Muskogee County,"county in Oklahoma, United States",39
Q495873,Payne County,"county in Oklahoma, United States",39
Q495880,Pottawatomie County,"county in Oklahoma, United States",39
Q495885,Okfuskee County,"county in Oklahoma, United States",38
Q495891,Seminole County,"county in Oklahoma, United States",36
Q495899,Lincoln County,"county in Oklahoma, United States",39
Q495906,Logan County,"county in Oklahoma, United States",39
Q495912,Rogers County,"county in Oklahoma, United States",40
Q495918,Nowata County,"county in Oklahoma, United States",38
Q497208,Muskingum County,"county in Ohio, United States",42
Q499295,Hocking County,"county in Ohio, United States",42
Q499302,Gallia County,"county in Ohio, United States",43
Q738043,Jackson County,"county in Ohio, United States",43
Q825807,Greene County,"county in Ohio, United States",43
Q62,San Francisco,"consolidated city-county in California, United States",214
Q16554,Denver,"capital city of the state of Colorado, United States; consolidated city and county",166
Q16568,Jacksonville,"city in Florida, United States of America",123
Q16861,Bexar County,"county in Texas, United States",48
Q23197,Nashville,"consolidated city-county in Davidson County, Tennessee, United States, and the state capital of Tennessee",143
Q26502,Tyler County,"county in Texas, United States",46
Q26506,Robertson County,"county in Texas, United States",46
Q26519,Hidalgo County,"county in Texas, United States",47
Q26526,Kimble County,"county in Texas, United States",45
Q26527,Kleberg County,"county in Texas, United States",47
Q26528,Kerr County,"county in Texas, United States",46
Q26584,Brooks County,"county in Texas, United States",47
Q26587,Galveston County,"county in Texas, United States",49
Q26591,Caldwell County,"county in Texas, United States",48
Q26595,Edwards County,"county in Texas, United States",46
Q26598,Chambers County,"county in Texas, United States",48
Q26601,Brazos County,"county in Texas, United States",48
Q26605,Calhoun County,"county in Texas, United States",48
Q26610,Guadalupe County,"county in Texas, United States",47
Q26614,Gonzales County,"county in Texas, United States",46
Q26616,Grimes County,"county in Texas, United States",46
Q26619,Dimmit County,"county in Texas, United States",48
Q26676,Harris County,"county in Texas, United States",52
Q26697,Uvalde County,"county in Texas, United States",44
Q26699,Victoria County,"county in Texas, United States",45
Q26701,Waller County,"county in Texas, United States",46
Q26705,Refugio County,"county in Texas, United States",46
Q26710,Real County,"county in Texas, United States",45
Q26712,DeWitt County,"county in Texas, United States",46
Q26716,Milam County,"county in Texas, United States",45
Q26719,Liberty County,"county in Texas, United States",45
Q26730,Val Verde County,"county in Texas, United States",45
Q26735,McMullen County,"county in Texas, United States",45
Q26744,San Augustine County,"county in Texas, United States",46
Q26756,Montgomery County,"county in Texas, United States",46
Q26762,Starr County,"county in Texas, United States",45
Q26883,Walker County,"county in Texas, United States",46
Q26885,Colorado County,"county in Texas, United States",46
Q26889,Sabine County,"county in Texas, United States",45
Q26891,Sutton County,"county in Texas, United States",45
Q26895,Fort Bend County,"county in Texas, United States",48
Q26898,Terrell County,"county in Texas, United States",46
Q26914,Blanco County,"county in Texas, United States",47
Q29445,Juneau,"city in and state capital of Alaska, United States",139
Q34404,New Orleans,"city; consolidated city-parish in Louisiana, United States. Use Q486231 for the city-parish",158
Q39450,Anchorage,"city in Alaska, United States",119
Q61005,Crawford County,"county in Arkansas, United States",44
Q61007,Fulton County,"county in Arkansas, United States",45
Q61010,Boone County,"county in Arkansas, United States",46
Q61012,Dallas County,"county in Arkansas, United States",44
Q61014,Jackson County,"county in Arkansas, United States",45
Q61018,Greene County,"county in Arkansas, United States",46
Q61020,Benton County,"county in Arkansas, United States",46
Q61024,Bradley County,"county in Arkansas, United States",44
Q61026,Ashley County,"county in Arkansas, United States",45
Q61029,Desha County,"county in Arkansas, United States",45
Q61032,Cleveland County,"county in Arkansas, United States",45
Q61034,Howard County,"county in Arkansas, United States",45
Q61036,Cross County,"county in Arkansas, United States",44
Q61039,Cleburne County,"county in Arkansas, United States",44
Q61042,Izard County,"county in Arkansas, United States of America",44
Q61048,Johnson County,"county in Arkansas, United States",45
Q61077,Garland County,"county in Arkansas, United States",44
Q61084,Franklin County,"county in Arkansas, United States",44
Q61086,Baxter County,"county in Arkansas, United States",45
Q61129,Union County,"county in Arkansas, United States",45
Q61131,Perry County,"county in Arkansas, United States",45
Q61135,Scott County,"county in Arkansas, United States",45
Q61138,Ouachita County,"county in Arkansas, United States",44
Q61143,Lonoke County,"county in Arkansas, United States",45
Q61145,St. Francis County,"county in Arkansas, United States",44
Q61148,Washington County,"county in Arkansas, United States",48
Q61150,Lee County,"county in Arkansas, United States",44
Q61153,Poinsett County,"county in Arkansas, United States",44
Q61157,Mississippi County,"county in Arkansas, United States",44
Q61160,Pulaski County,"county in Arkansas, United States",45
Q61165,Stone County,"county in Arkansas, United States",44
Q61167,Lafayette County,"county in Arkansas, United States",45
Q61170,White County,"county in Arkansas, United States",45
Q61173,Marion County,"county in Arkansas, United States",45
Q61176,Sebastian County,"county in Arkansas, United States",44
Q61181,Monroe County,"county in Arkansas, United States",45
Q61200,Clark County,"county in Arkansas, United States",45
Q61202,Pike County,"county in Arkansas, United States",45
Q61204,Woodruff County,"county in Arkansas, United States",45
Q61216,Carroll County,"county in Arkansas, United States",46
Q79804,Sitka,"city-borough in Alaska, USA",74
Q181962,Augusta,"consolidated city-county in Richmond County, Georgia, United States",72
Q203263,Athens,"consolidated city-county and county seat of Clarke County, Georgia, United States",66
Q219656,Macon,"consolidated city-county in Bibb County, Georgia, United States of America",58
Q239870,Columbus,"consolidated city-county in Muscogee County, Georgia, United States",67
Q483539,Anaconda,"city in and county seat of Deer Lodge County, Montana, United States",38
Q487704,Honolulu County,"county in Hawaii, United States",46
Q488171,Bibb County,"county in Georgia, United States",45
Q492819,Broomfield,"consolidated city-county in Colorado, United States",52
Q493605,Duval County,"county in Florida, United States of America",49
Q615975,Skagway,"city in Alaska, United States",43
Q2153623,Cusseta,"consolidated city-county in and county seat of Chattahoochee County, Georgia, United States",36
Q2855909,Georgetown,"consolidated city-county in Quitman County, Georgia, United States",24
Q49356702,Lexington-Fayette,"consolidated city-county in Kentucky, United States",1
Q27840,Chester County,"county in Pennsylvania, United States",46
Q27844,Delaware County,"county in Pennsylvania, United States",46
Q109665,Baker County,"county in Oregon, United States",45
Q142369,Lancaster County,"county in Pennsylvania, United States",47
Q156291,Allegheny County,county in the southwestern part of the U.S. state of Pennsylvania,48
Q253186,Jefferson County,"county in Oregon, United States",45
Q302852,Lincoln County,"county in Oregon, United States",44
Q303491,Sherman County,"county in Oregon, United States",42
Q351865,Adams County,"county in Pennsylvania, United States",48
Q378527,Montgomery County,"county in Pennsylvania, United States",45
Q450159,Jackson County,"county in Oregon, United States",46
Q450374,Multnomah County,"county in Oregon, United States",45
Q484330,Benton County,"county in Oregon, United States",46
Q484346,Yamhill County,"county in Oregon, United States",44
Q484354,Crook County,"county in Oregon, United States",45
Q484361,Hood River County,"county in Oregon, United States",45
Q484367,Harney County,"county in Oregon, United States",42
Q484371,Clatsop County,"county in Oregon, United States",43
Q484378,Grant County,"county in Oregon, United States",43
Q484385,Columbia County,"county in Oregon, United States",44
Q484388,Klamath County,"county in Oregon, United States",46
Q484391,Josephine County,"county in Oregon, United States",43
Q484395,Douglas County,"county in Oregon, United States",44
Q484404,Clackamas County,"county in Oregon, United States",44
Q484408,Marion County,"county in Oregon, United States",46
Q484411,Curry County,"county in Oregon, United States",43
Q484420,Deschutes County,"county in Oregon, United States",42
Q484426,Coos County,"county in Oregon, United States",44
Q484538,Washington County,"county in Oregon, United States",48
Q484685,Gilliam County,"county in Oregon, United States",42
Q488672,Butler County,"county in Pennsylvania, United States",44
Q488679,Erie County,"county in Pennsylvania, United States",41
Q488683,Fayette County,"county in Pennsylvania, United States",44
Q488687,Bradford County,"county in Pennsylvania, United States",44
