WikidataID,itemLabel,en_description,instanceof
Q3183776,Jorf Lasfar,human settlement in Morocco,port
Q8047831,Yamaichi Securities,Japanese securities trading firm (1897-1999),business
Q5621196,Gustav Ranis,economist,human
Q3326202,Moussa Diakité,Guinean politician,human
Q981547,Frans Seda,Indonesian politician (1926–2009),human
Q3790226,The RAND Journal of Economics,journal,academic journal
Q524629,"JPMorgan Chase Bank, N.A.",American bank,bank
Q639408,Waterloo,"city in Ontario, Canada",city
Q1063288,Economist Intelligence Unit,research and analysis division of Economist Group,publisher
Q6002332,Vasantrao Naik,Indian politician (1913-1979),human
Q13631049,Calcutta State Transport Corporation,"defunct company in Kolkata, India",bus company
Q3633835,Banco di Napoli,former Italian banking subsidiary,bank
Q804149,Bajina Bašta,town and municipality in Serbia,town
Q128560,Graham Greene,"British writer, playwright and literary critic (1904-1991)",human
Q690708,"Mahidol Adulyadej, Prince Father",Thai prince,human
Q297950,R. Venkataraman,President of India from 1987 to 1992,human
Q7183689,Philip H. Coombs,American educator,human
Q117069359,Bank of London,Wikimedia disambiguation page,Wikimedia disambiguation page
Q5514325,GPSO,organization,organization
Q3325521,Moulay Ahmed Alaoui,Moroccan journalist (1919-2002),human
Q982295,Chidambaram Subramaniam,Indian politician (1910-2000),human
Q7945782,W. L. Morton,Canadian historian (1908-1980),human
Q4938736,Bokaro Steel Plant,steel plant in India,business
Q75924,Caio Koch-Weser,German politician,human
Q20891764,Ruth Sivard,American economist,human
Q217043,Olduvai Gorge,archaeological site in Tanzania,archaeological site
Q4085119,Berne Union,international non-profit association and community for the global export credit and investment insurance industry,organization
Q12972399,Vicente Paterno,Filipino politician,human
Q12967,Leopold II of Belgium,King of the Belgians from 1865 to 1909,human
Q6807984,Meg Greenfield,American journalist,human
Q2532874,Volta River Authority,the government agency in the Republic of Ghana responsible for the generation and supply of electricity,organization
Q4868808,Bates Manufacturing Company,Wikimedia disambiguation page,Wikimedia disambiguation page
Q1364464,University of Madras,public university in India,public university
Q186050,Green Revolution,period of high agricultural technology transfer in the 1950s and 1960s,agricultural revolution
Q2039033,Universidad Nacional de Asunción,university in Paraguay,university
Q332342,Trinity College,constituent college of the University of Cambridge in England,college of the University of Cambridge
Q6897530,Momčilo Cemović,Montenegrin politician (1928-2001),human
Q498921,The Straits Times,Singapore newspaper,daily newspaper
Q958983,Malaysian Indian Congress,Malaysian political party,political party
Q2944755,Central Cooperative Bank,Bulgarian bank,bank
Q217194,Jaber al-Ahmad al-Sabah,Emir of Kuwait from 1977 to 2006,human
Q378326,Hélder Câmara,"Brazilian Catholic priest, archbishop of Olinda and Recife",human
Q151394,António de Oliveira Salazar,Prime Minister of Portugal (1889-1970),human
Q3397669,Ponta da Madeira,"Port in the city of São Luís, Brazil",port
Q7282198,Rafael M. Salas,Filipino diplomat,human
Q24950827,Andrée Touré,,human
Q5720872,Henry Ergas,Australian economist,human
Q2080890,Abdullah Kassim Hanga,Prime Minister of Zanzibar,human
Q256593,Burroughs Corporation,company,business
Q13917,Île-de-France,region in France where the capital Paris is located,region of France
Q262250,International Crops Research Institute for the Semi-Arid Tropics,International research organization,research institute
Q249244,Sidney Dillon Ripley,American ornithologist and 8th Secretary of the Smithsonian (1913–2001),human
Q85745270,Bangladesh Medical Association,national association of doctors,medical association
Q743769,Association of African Universities,organization,non-governmental organization
Q33817,Edmund Hillary,New Zealand mountaineer and philanthropist (1919-2008),human
Q1900396,Jesús Silva Herzog,Mexican economist and historian laureated with the National Prize for Arts and Sciences (1892-1985),human
Q1906161,Bank Indonesia,central bank of the Republic of Indonesia,bank
Q25104179,International Civil Service Commission,Subsidiary of the United Nations General Assembly,organization
Q553682,Bo Yibo,Chinese politician (1908-2007),human
Q2476114,Herbert Tingsten,"Swedish political scientist, writer and newspaper publisher",human
Q219438,Montreal Protocol,environmental protocol designed to protect the ozone layer,treaty
Q366201,W. Marvin Watson,American politician (Democrat) (1924-2017),human
Q2844,Brasília,capital city of Brazil,city
Q2476428,Francisco Villagrán Kramer,Vice President of Guatemala,human
Q865030,Burmah Oil,company,business
Q109849481,Bangkok World,"defunct newspaper in Bangkok, Thailand",newspaper
Q760748,Mitja Ribičič,Yugoslav politician (1919-2013),human
Q130308,Kumamoto Prefecture,prefecture of Japan,prefecture of Japan
Q23,George Washington,president of the United States from 1789 to 1797,human
Q1095773,Clark University,"American private university and liberal arts college in Worcester, Massachusetts",campus
Q1330634,University of Brasília,"public, federal university in Brasília, Federal District",university
Q2083328,Red Volta,river in Burkina Faso and Ghana,river
Q18880104,Margaret Hunter,Scottish communist activist and politician (1922-1986),human
Q1024921,Madina do Boé,"sector of Gabu, Guinea-Bissau",sector of Guinea-Bissau
Q1041671,Carleton College,"liberal arts college in Northfield, Minnesota",liberal arts college
Q18386637,Kafue Flats,wetland in Zambia,protected area
Q6032686,Mustafa Timisi,Turkish politician,human
Q216273,University of St Andrews,"university in St Andrews, Fife, Scotland, UK",university
Q368329,Khon Kaen University,university in Thailand,university
Q5232253,David Caute,British historian and writer,human
Q199528,Dehradun,"capital of Uttarakhand, India",city
Q399180,Narita,Wikimedia disambiguation page,Wikimedia disambiguation page
Q775060,Texaco,oil subsidiary of Chevron Corporation,brand
Q503424,University of Leeds,"university in Leeds, United Kingdom",educational organization
Q223898,All India Muslim League,political party within the Indian Empire,political party
Q5089,Ganges,major river in India,river
Q503623,Gold Coast,"former British colony from 1867 until 1957, now Ghana",colony
Q6397922,Kewal Singh,Indian diplomat,human
Q48725858,Krishi Bhavan,,government agency
Q8026589,Winthrop Williams Aldrich,"American banker, financier, ambassador",human
Q7817,World Health Organization,specialized agency of the United Nations that is concerned with international public health,international organization
Q967165,University of York,"university in York, North Yorkshire, England",public university
Q7663082,Syracuse University Press,American university press,university press
Q7032867,Nigerian Army,land warfare branch of Nigeria's military,army
Q654953,Ariana Afghan Airlines,flag carrier airline of Afghanistan,airline
Q349785,Paul Volcker,American economist (1927-2019),human
Q989,John Paul II,264th pope of the Catholic Church,human
Q2570775,Central Bank of Venezuela,central bank,central bank
Q1056557,Paolo Baffi,Italian academic and banker,human
Q164111,Farah Pahlavi,Former Empress Consort of Iran,human
Q1789296,Antônio Delfim Netto,Antônio Delfim Netto,human
Q468405,Lateran,"several architectural sites in Rome, once owned by the Lateranus family of the former Roman Empire",building complex
Q49111,Cambridge,"city in Middlesex County, Massachusetts, United States of America",county seat
Q131005,Air France,flag-carrier and largest airline in France,airline
Q1772504,Esplanada,"municipality of Bahia State, Brazil",municipality of Brazil
Q8673,Lagos,largest city in Nigeria,city
Q2157149,Hollandsche Bank-Unie,Dutch bank,bank
Q142,France,country in Western Europe,country
Q3568179,Wilfred Jenks,international lawyer and director-general of the International Labour Organization (ILO),human
Q200188,Jimmu,legendary first emperor of Japan,human
Q7891260,"United States Senate Committee on Banking, Housing, and Urban Affairs",standing committee of the United States Senate,United States congressional committee
Q862680,Bill Young,American politician (1930-2013),human
Q183360,Lake Toba,"volcanic crater lake located in North Sumatra, Indonesia",volcanic crater lake
Q6123153,General Secretariat of the Organization of American States,,position
Q1457407,Histadrut,Israeli trade union,national center
Q160270,David Ricardo,"British political economist, broker and politician (1772-1823)",human
Q7052765,Norman S. Paul,American government official,human
Q28189,Abdus Salam,"theoretical physicist, and Nobel Prize in Physics recipient",human
Q10393,Bogor City,"city in West Java Province, Indonesia",city of Indonesia
Q30709678,Idrissa Traoré,Wikimedia disambiguation page,Wikimedia human name disambiguation page
Q685269,Emiel van Lennep,Dutch diplomat,human
Q39039506,Adam Amandi,Ghanaian politician,human
Q4810015,Association of Public and Land-grant Universities,"research, policy, and advocacy organization of public research universities, land-grant institutions, state university systems, and higher education organizations",organization
Q55604605,B. Sivaraman,,human
Q8007445,William D. Clark,British economist,human
Q36517,Francis Drake,English sailor and privateer (c. 1540 – 1596),human
Q7945971,W. S. Karunaratne,Sri Lankan politician,human
Q5233194,David E. McGiffert,American lawyer and pentagon official,human
Q1888177,Emil Bobu,Romanian politician (1927-2014),human
Q6531018,Leslie Melville,Australian economist,human
Q5895937,Hernando Agudelo Villa,Colombian lawyer and politician,human
Q230492,University of Michigan,"public university in Ann Arbor, Michigan, USA",public educational institution of the United States
Q632004,Radboud University Nijmegen,"University in Nijmegen, the Netherlands",university
Q976129,James C. Fletcher,American academic,human
Q1888771,Manchester Metropolitan University,"university in Manchester, UK",higher education institution
Q5235330,David Ibarra Muñoz,Mexican Secretary of Finance (1977-1982),human
Q3795,Kalimantan,Indonesian portion of the island of Borneo or the whole island of Borneo,island
Q42677293,Mary Bowman,American economist,human
Q18719437,Robert E. Goodin,American philosopher,human
Q740308,UNICEF,specialised agency of United Nations,organization established by the United Nations
Q3351066,Olivier Giscard d'Estaing,French businessman and politician,human
Q28222112,Aminoil,oil company,business
Q679164,Dumas Malone,American historian and writer,human
Q695610,Kosi River,"river in China, Nepal and India; tributary of Ganges",river
Q4666640,Abel Wolman,American scientist (1892–1989),human
Q368462,Bob Kasten,American politician,human
Q11337851,The Okura Tokyo,"hotel in Tokyo, Japan",hotel
Q468334,J. R. D. Tata,Indian businessman,human
Q5141944,Colbert I. King,American writer,human
Q62988,W. Michael Blumenthal,Former U.S. Secretary of the Treasury,human
Q7344173,Robert F. Goheen,American diplomat,human
Q1692109,Johan Witteveen,Dutch politician and economist (1921–2019),human
Q374365,Jeddah,city in Saudi Arabia,big city
Q146906,Hussein I of Jordan,King of Jordan from 1952 to 1999,human
Q7344741,Robert Gersony,American academic,human
Q737835,University of Tehran,Iranian university,university
Q376421,Arnold Smith,Canadian diplomat (1915-1994),human
Q337543,Académie des Sciences Morales et Politiques,academy,academy
Q47164,Santa Monica,"beachfront city in Los Angeles County, California, United States",city in the United States
Q733817,George Saitoti,Kenyan politician (1945-2012),human
Q1479937,Stanford University Press,American university press,university press
Q1029185,Camille Gutt,"economist, industrialist, politician (1884-1971)",human
Q169191,Indian Council of World Affairs,organization,organization
Q580829,Central Bank of the Republic of Turkey,central bank of Turkey,bank
Q597,Lisbon,capital city of Portugal,big city
Q1318435,Nepal Rastra Bank,central bank of Nepal,central bank
Q2468119,Bahri Oruçi,Kosovar politician,human
Q3279650,World Heritage Centre,"building complex at number 7, Place de Fontenoy in Paris, France; seat of the UNESCO headquarters",building
Q7659633,Sycip Gorres Velayo & Co.,Philippine multidisciplinary professional services firm,business
Q2592384,Albert Hamilton Gordon,American entrepreneur and philanthropist,human
Q3572,Tunis,capital of Tunisia,big city
Q1053303,Industrial University of Santander,university,university
Q1264,U Thant,third Secretary-General of the United Nations (1909-1974),human
Q513586,Ruth Patrick,American botanist and limnologist (1907-2013),human
Q16120300,Susan G. Braden,American judge,human
Q70,Bern,"city in Switzerland, capital of the canton of Bern and de facto capital of Switzerland",city
Q597236,Washington State University,"public university in Pullman, Washington, USA",land-grant university
Q71360,Erhard Eppler,German politician (1926-2019),human
Q6416417,Kisarawe District,local administrative area in east Tanzania,district of Tanzania
Q7327059,Richard Kershaw,British journalist,human
Q980555,Journal of Development Economics,journal,scientific journal
Q484308,Don Oberdorfer,American journalist,human
Q1373143,Eugene M. Zuckert,US secretary of the Air force (1911-2000),human
Q16124623,Saeb N. Jaroudi,Lebanese politician,human
Q739687,Hooghly River,"river in West Bengal, India",river
Q5487447,Lal Jayawardena,Sri Lankan economist and diplomat,human
Q317990,Juan Vicente Gómez,President of Venezuela (1857-1935),human
Q1795487,Drew University,"university in Madison, New Jersey",university
Q1630166,Northwestern Mutual,company,business
Q2671637,United Nations Department of Economic and Social Affairs,"government organization in New York, United States",organization
Q3280516,Majid Rahnema,iranian diplomat,human
Q265034,Alexander Bustamante,Prime minister of Jamaica (1884-1977),human
Q2007531,Pangu Party,Papua New Guinean political party,political party
Q2944897,Centre William Rappard,"Geneva, Switzerland, built between 1923 and 1926 to house the International Labour Office",building
Q49148,Martha's Vineyard,"island south of Cape Cod, Massachusetts, United States",island
Q929,Central African Republic,country in Central Africa,country
Q7488674,Shankar Acharya,economist,human
Q1007,Guinea-Bissau,sovereign state in Western Africa,country
Q319867,Edmund Muskie,American politician (1914–1996),human
Q59315,Patrick Leahy,American politician and lawyer (born 1940),human
Q1059602,Turkish Red Crescent,national Red Crescent society of Türkiye,national Red Cross and Red Crescent society
Q109229737,"Kidder, Peabody & Company",,company
Q7349255,Robert Rhodes James,British politician (1933-1999),human
Q912887,Cambridge University Press,publishing business of the University of Cambridge,university press
Q6775699,Martin Holdgate,British biologist,human
Q753044,Juazeiro,"municipality of Bahia State, Brazil",big city
Q35930,Congo,Wikimedia disambiguation page,Wikimedia disambiguation page
Q64004,Grindelwald,"village and municipality in the canton of Bern, Switzerland",village
Q2322256,Federal University of Pernambuco,Brazilian university,public university
Q908757,Nejat Eczacıbaşı,Turkish businessman,human
Q378134,Université catholique de Louvain,"public university in Louvain-la-Neuve, Belgium",Catholic university
Q157268,Robert Solow,American economist,human
Q3288698,Marcel Boiteux,French official,human
Q41718,Emiliano Zapata,Mexican revolutionary (1879-1919),human
Q24283412,Banca IMI,,investment company
Q1938723,Batang Padang,district of Malaysia in Perak,district of Malaysia
Q5130977,Cleary Gottlieb Steen & Hamilton,international law firm,law firm
Q40030,Rio Grande do Sul,state in the South Region of Brazil,federative unit of Brazil
Q984130,Phelps Dodge,company,business
Q1338730,Emmett J. Rice,Governor of the Federal Reserve System (1919-2011),human
Q475424,National Bureau of Economic Research,organization,research institute
Q1208279,Petro-Canada,Canadian fuel company,business
Q2830618,Alan Walters,British economist,human
Q691632,International Sugar Organization,intergovernmental organization,intergovernmental organization
Q5368348,Elwood Richard Quesada,United States Air Force general,human
Q3551,Rabat,Capital of Morocco,city
Q5515560,Gabriel C. Singson,Governor of the Central Bank of the Philippines (1929-2016),human
Q3876,Lilongwe,capital of Malawi,city
Q357779,Henri Konan Bédié,President of Ivory Coast from 1993 to 1999 (1934-2023),human
Q843944,Nomura Securities Co Ltd,Nomura Japan equity trading,stock exchange
Q1094716,Claiborne Pell,American politician,human
Q217072,United States Agency for International Development,United States government civilian foreign aid agency,independent agency of the United States government
Q13530655,Irving R. Levine,American journalist,human
Q192517,Boulder,"city in Colorado, United States",county seat
Q1954907,Robert Novak,American journalist and columnist (1931-2009),human
Q929154,Brookings Institution,American think tank,think tank
Q6980891,Nature Canada,organization,organization
Q7125588,Pakistan Industrial Credit and Investment Corporation,,business
Q2397584,Reserve Bank of Malawi,Financial institution of Malawi,central bank
Q15810789,Fritz Leutwiler,Swiss economist (1924-1997),human
Q7285239,Raj Bahadur,Indian politician,human
Q1077694,Nihon Keizai Shimbun,Japanese newspaper,daily newspaper
Q1284760,Jukkasjärvi,"urban area in Kiruna Municipality, Sweden",urban area in Sweden
Q1195653,Brihanmumbai Municipal Corporation,Civic body that governs Mumbai,municipal corporation in India
Q1785816,Congolese Party of Labour,political party of the Republic of the Congo,political party
Q23945378,Jennifer Westwood,"British author, broadcaster and folklorist",human
Q1324001,El Colegio de México,Mexican public university,university
Q1551258,Tarbela Dam,dam in Pakistan,earth-fill dam
Q6109055,JTC Corporation,Singaporean agency for sustainable development,business
Q6108202,Ricardo García Sainz,"Mexican politician, lawyer and teacher (1930-2015)",human
Q4745366,American Water Works Association,non-profit association,nonprofit organization
Q860389,Kuwait Airways,national airline of Kuwait,airline
Q1631981,John F. Kennedy Center for the Performing Arts,"performing arts center in Washington, D.C., United States",performing arts center
Q49115,Cornell University,"private and statutory land-grand research university in Ithaca, New York, USA",land-grant university
Q3684876,Commonwealth Fund,American foundation,foundation
Q5065789,Ceylon Electricity Board,state-owned power company in Sri Lanka,business
Q7493549,Sheldon Segal,American biochemist,human
Q8538001,Farallones de Cali,mountain in Colombia,mountain
Q194343,Feira de Santana,"municipality of Bahia State, Brazil",big city
Q2920146,Central Bank of Honduras,monetary Authority of Honduras,central bank
Q478238,Ferruh Bozbeyli,Turkish politician (1927-2019),human
Q1014,Liberia,sovereign state in West Africa,country
Q3561,Algiers,capital city of Algeria,city
Q6174849,Óscar Levín Coppel,Mexican politician,human
Q1354097,Kabul University,university in Afghanistan,university
Q42824,Mato Grosso,state in the Central-West Region of Brazil,federative unit of Brazil
Q1374984,Eurodollar,U.S. dollars held in banks outside the U.S.,time deposit
Q191333,Khyber Pass,mountain pass connecting Afghanistan and Pakistan,road mountain pass
Q17385722,Robert Cassen,British economist,human
Q829289,Beryl Wayne Sprinkel,American banker,human
Q464271,AFL-CIO,federation of American trade unions,national center
Q105946382,Anne W. Simon,American writer-environmentalist,human
Q217741,Purdue University,"public research university in West Lafayette, Indiana, United States",land-grant university
Q852238,Onitsha,city,city
Q315568,Masayoshi Ōhira,Japanese politician (1910-1980),human
Q3075441,Ditchley Foundation,foundation with a focus on British-American relations,foundation
Q289732,Étienne Hirsch,French civil engineer and administrator (1901-1994),human
Q4802090,Arun III,hydro electric project in Nepal,dam
Q76293,Alex Möller,German politician (1903-1985),human
Q3510333,Nigerian Navy,naval warfare branch of Nigeria's military,navy
Q850245,Fouta Djallon,"region in the Republic of Guinea, West Africa",mountain range
Q5006819,C. Rollins Hanlon,cardiac surgeon,human
Q372823,Tabqa Dam,dam in Syria,embankment dam
Q7965361,Walter Kissling,Costa Rican businessman (1931-2002),human
Q19943,Juan Carlos I of Spain,King of Spain from 1975 to 2014,human
Q221,North Macedonia,country in southeastern Europe,sovereign state
Q18363,Alfonso XIII of Spain,King of Spain from 1886 to 1931,human
Q640602,Rade Končar,Communist leader in Yugoslavia during World War II (1911-1942),human
Q2064037,Al D'Amato,American politician,human
Q1814982,University of Chicago Press,publisher in the United States,university press
Q49167,Wesleyan University,"private liberal arts college in Middletown, Connecticut, United States",university
Q6429528,Konkouré,"sub-prefecture and town in Mamou Region, Guinea",human settlement
Q2060638,Banque Misr,Egyptian bank founded by industrialist Talaat Pasha Harb in 1920,bank
Q944085,Reserve Bank of India,Central Bank of India,central bank
Q2495418,United States Senate Committee on Appropriations,standing committee of the United States Senate,United States congressional committee
Q7325342,Richard E. Benedick,American diplomat,human
Q1797190,Miguel Arraes,Brazilian lawyer and politician (1916-2005),human
Q3258192,Gramm–Rudman–Hollings Balanced Budget Act,United States federal law concerning austerity and sequestration,Act of Congress in the United States
Q49127,John F. Kennedy School of Government,school of public administration of Harvard University,private school
Q64019942,Milton Katz,"lawyer; govt. official; prof. of law, Harvard Univ.",human
Q1025701,Hveragerðisbær,Municipality of Iceland,city
Q4351969,Willard Thorp,American economist and presidential advisor (1899-1992),human
Q2545186,Geoffrey de Freitas,British politician (1913-1982),human
Q7387484,S. G. Warburg & Co.,merchant bank,business
Q1641788,University of Rhode Island,"university in Rhode Island, USA",land-grant university
Q4718948,Alexander Gibb,British civil engineer,human
Q503577,United States Department of Commerce,U.S. federal executive department overseeing commerce,United States federal executive department
Q5621459,Gustavo Petricioli,Mexican financier and diplomat,human
Q50015,Claremont Graduate University,"university located in Claremont, California, United States",private university
Q4166585,Kuwait Fund for Arab Economic Development,,business
Q31581,Quetta International Airport,airport in Pakistan,international airport
Q1187590,Keretapi Tanah Melayu,Malaysian rail operator,railway company
Q2862799,Armour and Company,American meatpacking company,business
Q18575,Tucson,"city in and county seat of Pima County, Arizona, United States",county seat
Q3642,Asmara,capital city of Eritrea,city
Q372777,André Meyer,art collector and banker,human
Q8681,Pan Am,"1927–1991 airline in the United States, former primary international carrier",airline
Q165403,Elaeis guineensis,species of plant,taxon
Q1535828,Sassandra River,river in Ivory Coast,river
Q4977935,Bruce Mackenzie,Kenyan politician,human
Q471690,Andean Community,"free trade area with the objective of creating a customs union comprising the South American countries of Bolivia, Colombia, Ecuador, and Peru",customs union
Q24176199,Mumtaz Mirza,writer (1939 - 1997),human
Q928,Philippines,archipelagic country in Southeast Asia,country
Q110776388,Anthony Keith Rawlinson,,human
Q28593955,Mabel Newcomer,American economist and professor,human
Q7149433,Paul Bomani,Tanzanian politician and ambassador,human
Q3792,Lomé,capital of Togo,city
Q132179,Ubon Ratchathani,"city in Ubon Ratchathani province, Thailand",Thesaban Nakhon
Q4768799,Anne Simon,American biologist,human
Q8288298,Han Xu (basketball),Chinese diplomat,human
Q1458148,Somali Youth League,political party,political party
Q748528,Andhra Prabha,India daily newspaper,newspaper
Q3364689,David Manning,British diplomat,human
Q4743878,American Gas Association,organization,trade association
Q6349998,Kalabagh Dam,"proposed dam in Punjab, Pakistan",dam
Q2207501,Trombetas River,"river in Pará, Brazil",river
Q151735,Celâl Bayar,3rd president of Turkey,human
Q3525373,Thomas E. Lovejoy,American ecologist (1941-2021),human
Q80989,Bhopal,"capital of Madhya Pradesh, India",capital city
Q464899,Monte Albán,pre-Columbian archaeological site in Mexico,archaeological site
Q3104680,Getty Oil,American oil company,business
Q23800,Valletta,capital of Malta,local council of Malta
Q168751,Duke University,"private university in Durham, North Carolina, USA",university
Q1063464,Landsbanki,Icelandic bank,credit institution
Q7668453,T. K. Whitaker,Irish economist and politician (1916-2017),human
Q790455,Barings Bank,English merchant bank,merchant bank
Q1153522,Nan River,river in Thailand,river
Q503592,Gillette,American brand of men's safety razors and other personal care products,brand
Q3346347,Damodar Valley Corporation,multipurpose river valley project in India,business
Q16208311,Michael Getler,American journalist,human
Q1057398,Asian Institute of Management,business school,business school
Q866103,Royal Air Maroc,flag-carrier airline of Morocco,airline
Q4757570,Andrew Kamarck,American economist (1914-2010),human
Q5495649,Fred Kent,American urban planner,human
Q3551686,Tunis University,university in Tunisia,university
Q1306571,Koç Holding,industrial conglomerate in Turkey,public company
Q967886,Georgy Arbatov,Soviet/Russian political scientist (1923-2010),human
Q62072506,James T. Phillips,American politician,human
Q5589843,Govind Narain,Indian civil servant (1916-2012),human
Q9592,Catholic Church,"largest Christian Church, made up of 24 autonomous Churches in communion with the Pope",organization
Q5544999,George Sidney Bishop,British businessman,human
Q6049865,International Cotton Advisory Committee,intergovernmental organization,international organization
Q3579,Tripoli,capital city of Libya,city
Q1289,Grenoble,"commune in Isère, France",commune of France
Q5546426,George Wimpey,construction company,business
Q7052559,Norman Macrae,British economist and journalist (1923–2010),human
Q563217,Guido Carli,Italian economist and politician (1914-1993),human
Q95308244,Frank A. Southard,American economist,human
Q682969,Institutional Revolutionary Party,Mexican political party,political party
Q49763,Christian Social Union of Bavaria,"political party in Germany, mainly from Bavaria",one-state party
Q377842,J. Allen Frear Jr.,American politician (1903-1993),human
Q766145,University of Oregon,"public research university in Eugene, Oregon, USA",public university
Q2124,Valéry Giscard d'Estaing,French official and politician (1926–2020),human
Q1375477,Annandale,"census designated place in Virginia, United Stetes",census-designated place in the United States
Q24884481,Maya Ray,politician from India (1926-2013),human
Q7156634,Paya Lebar,planning area in Singapore,residential area
Q23071323,Philip L. Geyelin,journalist,human
Q1423218,Sunoco,American petroleum and petrochemical manufacturer,business
Q390056,Botswana Independence Party,political party,political party
Q7841412,Tridev Roy,Pakistani diplomat (1933-2012),human
Q1702076,John Wesley Snyder,American businessman,human
Q2792507,Antonio Enríquez Savignac,Mexican politician,human
Q649558,Chagas disease,human disease,infectious disease
Q3268602,Lycée Buffon,local public French educational establishment located in Paris,lycée
Q1777220,Finn Lied,Norwegian politician (1916-2014),human
Q633036,Nakhon Ratchasima,"Capital city of Nakhon Ratchasima Province, Thailand",big city
Q460173,United States Environmental Protection Agency,U.S. federal government agency,organization
Q3918532,University of Peshawar,"university in Khyber Pakhtunkhwa, Pakistan",university
Q7181896,Phil G. Goulding,American author and U.S. Defence Department spokesman,human
Q967861,National Bank of Romania,central bank of Romania,central bank
Q14874652,Ladner,"community of Delta in British Columbia, Canada",human settlement
Q3358512,Ousmane Seck,Senegalese politician and minister of finance (1938-2018),human
Q116736,Fernando Belaúnde Terry,President of Peru (1912-2002),human
Q5295028,Donald R. Miller,American politician,human
Q2464703,Burma Socialist Programme Party,former ruling political party in the Union of Burma (1962-1988),political party
Q348849,Djibo Bakary,Nigerien politician (1922-1998),human
Q806694,Bank of Zambia,central bank,central bank
Q807,Lausanne,"capital city of the canton of Vaud, Switzerland",capital city
Q7279311,Rachel Lomax,British civil servant,human
Q369333,Seikei University,"private university centered in Tokyo, Japan",university
Q7298285,Ray Whitney,British politician (1930-2012),human
Q5859,Chichen Itza,pre-Columbian Maya city in Mexico,tourist attraction
Q713505,Daniel Patrick Moynihan,American politician (1927-2003),human
Q2093794,Vassar College,"private, coeducational liberal arts college in Poughkeepsie, New York, in the United States",liberal arts college in the United States
Q142740,MIT Sloan School of Management,business school of the Massachusetts Institute of Technology,faculty
Q3859,Kigali,capital of Rwanda,capital city
Q765165,Leonid Brezhnev,General Secretary of the Communist Party of the Soviet Union (1906–1982),human
Q269558,Swiss Federal Institute of Technology,Wikimedia disambiguation page,Wikimedia disambiguation page
Q18,South America,"continent, mainly on the Earth's southwestern quadrant",continent
Q130268,Haut-Katanga Province,"province of the Democratic Republic of the Congo, originally due to be established when the country's new constitution was implemented in February 2009",province of the Democratic Republic of the Congo
Q1661917,Indus Waters Treaty,water-distribution treaty between India and Pakistan,bilateral treaty
Q6753088,Manufacturers Hanover Corporation,former bank holding company,holding company
Q2080232,University of Illinois Press,American university press,university press
Q540919,Traben-Trarbach,"town in Rhineland-Palatinate, Germany",designated spa town
Q927466,Kjell-Olof Feldt,Swedish politician,human
Q6749462,Manibhai Desai,Indian social activist (1920-1993),human
Q1268791,James Robert Jones,American politician,human
Q1323040,Hosei University,"private university in Tokyo, Japan",private university
Q2126436,Ras al-Khaimah,"capital of Ras al-Khaimah, UAE",city
Q257785,Kızılırmak River,"river in Turkey, tributary of the Black Sea",river
Q1752043,King Saud University,University in Saudi Arabia,university
Q332405,Stafford Cripps,British politician (1889-1952),human
Q501758,University of Florida,"public research university in Gainesville, Florida, United States",land-grant university
Q490382,National Agricultural Cooperative Federation,company,business
Q530843,Special Committee on Decolonization,U.N. General Assembly special committee,organization established by the United Nations
Q5237252,David Maybury-Lewis,"American social anthropologist, researcher and university teacher (1929-2007)",human
Q860257,William L. Clayton,American businessperson (1880-1966),human
Q164518,Sirikit,Thai queen,human
Q7847284,Trudy Huskamp Peterson,American archivist,human
Q108170684,Ali Ahmad Talpur,Pakistani politician,human
Q2005647,University of Allahabad,"public central university in Prayagraj, Uttar Pradesh",public university
Q1738851,Kenneth Dadzie,Ghanaian diplomat and former Secretary General of UNCTAD,human
Q738353,Matamoros,"city in Tamaulipas, Mexico",city
Q6850819,Milbank LLP,international law firm,law firm
Q1806807,Lat Krabang,"district in Bangkok, Thailand",district of Bangkok
Q216622,Tarim Basin,"geographical area in asia, in the west of current China",endorheic basin
Q15766043,Oxford Economic Papers,journal,scientific journal
Q61053357,Chitralada Royal Villa,"palace in Bangkok, Thailand",Phra Tamnak
Q2118997,Barcelona Convention,1976 multilateral treaty,treaty
Q1780382,Weyerhaeuser,American timber company,public company
Q5253739,Delhi Cloth Mills,Conglomerate companies of India,public company
Q1154364,federal government of Nigeria,overview of the Federal government of Nigeria,political system
Q8685,John F. Kennedy International Airport,"international airport in New York, United States",international airport
Q508014,French Sudan,"French colonial territory in West Africa from 1880 to 1960, now Mali",colony
Q1692699,Royal Statistical Society,British learned society,scientific society
Q4874313,Bayano Dam,dam,dam
Q45403,Brahmaputra River,"river in China, India, and Bangladesh",transboundary river
Q1111640,Colorado State University,"public research university in Fort Collins, Colorado, USA",university
Q57304,"Prince Bernhard, Prince Consort of the Netherlands","spouse of Queen Juliana of the Netherlands, prince-consort of the Netherlands (1911-2004)",human
Q1622803,William John Fellner,Hungarian economist and author (1905-1983),human
Q3473405,Brockport,"village in New York, United States of America",village in the United States
Q2986599,Lake Chad Basin Commission,intergovernmental organization that oversees water and other natural resource usage in and around the Lake Chad Basin,intergovernmental organization
Q806679,Bank of East Asia,Hong Kong-based bank,bank
Q744499,Mansour Moalla,Tunisian politician and economist,human
Q586065,Entebbe International Airport,airport serving Entebbe in Uganda,international airport
