,WikidataID,itemLabel,en_description,instanceof
11286,Q1268791,James Robert Jones,American politician,human
11287,Q888328,Bob Wilson,American politician (1916-1999),human
11288,Q2514208,Dudley Farlin,American politician,human
11289,Q5539661,George Gekas,American politician,human
11290,Q7659772,Sydenham Elnathan Ancona,American politician (1824-1913),human
11291,Q28497474,Alberto Ferreira Chong,São Toméan politician,human
11292,Q8010531,William H. Neece,American politician (1831-1909),human
11293,Q118243,Edmund Schulthess,member of the Swiss Federal Council (1868-1944),human
11294,Q1681306,James Williams,"American farmer and politician from Smyrna, in Kent County, Delaware (1825-1899)",human
11295,Q542559,George Cadle Price,Prime Minister of Belize (1919-2011),human
11296,Q3736920,Stephen T. Hopkins,American politician (1849-1892),human
11297,Q888631,Gregorio Luperón,Dominican military and state leader (1879-1997),human
11298,Q1926671,Micajah Thomas Hawkins,American politician (1790-1858),human
11299,Q594906,Stephen Mallory,American politician (1812–1873),human
11300,Q1145579,Curtis H. Castle,American politician (1848-1928),human
11301,Q6076677,Isaac Leet,American politician,human
11302,Q928043,Edwin Bell Forsythe,Member of the United States House of Representatives from New Jersey (1916-1984),human
11303,Q16840908,Aurélien Agbénonci,Beninese diplomat,human
11304,Q2174799,Rufus Smith Frost,"politician in Massachusetts, US (1826-1894)",human
11305,Q175085,Hazel Abel,American politician (1888-1966),human
11306,Q1066335,Charles W. Buttz,American politician (1837-1913),human
11307,Q7336146,Kim Dong-Jo,South Korean politician,human
11308,Q713138,Artis Pabriks,Latvian politician,human
11309,Q6062046,Ekrem Ceyhun,Turkish politician,human
11310,Q351656,Tanzan Ishibashi,Prime Minister of Japan from 1956 to 1957,human
11311,Q374762,John Hoeven,American banker and politician (born 1957),human
11312,Q175223,Bennett M. Stewart,Democratic U.S. Representative from Illinois (1912-1988),human
11313,Q5104019,Michael Patrick Flanagan,American politician,human
11314,Q423191,William Humphreys Jackson,American politician from Maryland (1839-1915),human
11315,Q358464,Malcolm R. Patterson,American politician (1861-1935),human
11316,Q57165,Ferdinand I of Romania,King of Romania (1865-1927; ruled 1914-1927),human
11317,Q315500,Pushpa Kamal Dahal,Nepalese prime minister (born 1954),human
11318,Q2019871,Olin Earl Teague,American politician (1910-1981),human
11319,Q220227,Mamadou Tandja,President of Niger from 1999 to 2010,human
11320,Q540308,Johan Ludwig Mowinckel,16th Prime Minister of Norway,human
11321,Q471037,Inayatullah Khan,King of Afghanistan in 1929,human
11322,Q5539520,George Fuller,"American politician, congressman from Pennsylvania (1802-1888)",human
11323,Q6990371,Nelson Barrere,American politician (1808-1883),human
11324,Q1507018,George Brown,"American politician, died 1999",human
11325,Q2277834,Thomas Ara Spence,American politician,human
11326,Q883265,Charles W. Tobey,American politician (1880-1953),human
11327,Q1508444,George W. Ladd,American politician (1818-1892),human
11328,Q1564503,Louis C. Rabaut,American politician (1886-1961),human
11329,Q1586462,Harry E. Rowbottom,American politician (1884-1934),human
11330,Q55988494,Carlos Alfredo Castaneda Magaña,Salvadoran politician,human
11331,Q315551,Zenkō Suzuki,Prime Minister of Japan (1911-2004),human
11332,Q2578900,William G. Donnan,American politician (1834-1908),human
11333,Q3272330,M'hamed Boucetta,Moroccan politician (1925-2017),human
11334,Q440376,Carlos Durán Cartín,Costa Rican politician,human
11335,Q315685,Joseph Bech,Prime Minister of Luxembourg (1887-1975),human
11336,Q4888954,Benjamin Le Fevre,"Union Army general, politician",human
11337,Q460003,Raúl Cubas Grau,45.° President of Paraguay,human
11338,Q57311,Juan Manuel Santos,former president of Colombia,human
11339,Q10944678,Miodrag Lekić,Montenegrin politician,human
11340,Q4231664,James Robert Mann,American politician and attorney (1856–1922),human
11341,Q1700977,John Martin,(1833-1913) United States Senator from Kansas,human
11342,Q1272683,Elias Phisoana Ramaema,Mosotho politician (1933-2015),human
11343,Q57392,Armando Guebuza,3rd President of Mozambique,human
11344,Q57398,Aníbal Cavaco Silva,Portuguese politician (born 1939),human
11345,Q2425909,Thomas Lynch,American politician,human
11346,Q5793043,Doc Hastings,American politician,human
11347,Q1426694,Joseph Taggart,American judge (1867-1938),human
11348,Q2380953,Errol Snijders,Surinamese politician,human
11349,Q982225,Eamon Gilmore,Irish politician,human
11350,Q1677675,Jacob Yost,American politician (1853-1933),human
11351,Q57343,Pierre Nkurunziza,Burundian politician (1964-2020),human
11352,Q57388,Joyce Banda,4th President of Malawi,human
11353,Q1273601,E. Wilder Farley,American politician (1817-1880),human
11354,Q57444,Choummaly Sayasone,former General Secretary of the Lao People's Revolutionary Party,human
11355,Q57394,Nursultan Nazarbayev,President of Kazakhstan from 1990 to 2019,human
11356,Q501814,Frank Kratovil,American politician,human
11357,Q1704777,Alonzo J. Ransier,American politician (1834-1882),human
11358,Q194722,Henry C. Murphy,American politician (1810–1882),human
11359,Q57452,François Bozizé,6th President of the Central African Republic,human
11360,Q5004346,Byron F. Ritchie,American politician,human
11361,Q215043,Oskar Fischer,German politician (1923-2020),human
11362,Q208355,Joaquim Chissano,2nd President of Mozambique,human
11363,Q4260285,Isaac Finch,American politician,human
11364,Q567812,Jesse F. Stallings,American politician (1856-1928),human
11365,Q1145987,Don B. Colton,United States Congressman from Utah (1876-1952),human
11366,Q307494,Abdul Salam Arif,Iraqi politician (1921-1966),human
11367,Q177238,Esteban Edward Torres,American politician,human
11368,Q5144845,Colin Allred,American politician,human
11369,Q1750226,Mário de Pimentel Brandão,Brazilian diplomat,human
11370,Q8620,Kwame Nkrumah,Ghanaian pan-Africanist and the first Prime Minister and President of Ghana (1909-1972),human
11371,Q93387,Charles A. Floyd,American politician (1791-1873),human
11372,Q57491,Ricardo Martinelli,36th president of Panama from 2009 to 2014,human
11373,Q57512,Michel Martelly,"President of Haiti, musician",human
11374,Q1356423,Ernest Lundeen,American politician (1878-1940),human
11375,Q263597,Ambrose Ranney,American politician (1821-1899),human
11376,Q316264,Michael Somare,"Papua New Guinean political figure, former prime minister",human
11377,Q316288,Mariano Rumor,Italian politician (1915-1990),human
11378,Q6173735,Horatio Seymour,United States Senator from Vermont,human
11379,Q980587,William W. Campbell,"author, historian, lawyer and politician from New York, USA (1806-1881)",human
11380,Q56160681,Hisham Al Shawi,,human
11381,Q501919,Robert Bauman,American politician,human
11382,Q6818955,Meredith Mallory,American politician,human
11383,Q57606,Robert Fico,"Slovak politician, former prime minister and member of parliament",human
11384,Q774493,Abraham Bockee,American politician (1784-1865),human
11385,Q599174,Frances Payne Bolton,American politician (1885-1977),human
11386,Q557941,Saye Zerbo,President of Burkina Faso (1932-2013),human
11387,Q719200,Hiram Rhodes Revels,American politician (1827-1901),human
11388,Q5541977,George M. Rhodes,American politician,human
11389,Q6141579,James R. Buckley,American politician,human
11390,Q705111,Joseph Pholien,Belgian politician (1884-1968),human
11391,Q5541993,George M. Wertz,American politician,human
11392,Q27441144,Pedro Arrighi,,human
11393,Q57746,Igor Lukšić,politician from Montenegro,human
11394,Q217555,Alfredo Palacio,President of Ecuador (2005 - 2007),human
11395,Q1703317,Jonathan T. Updegraff,American politician (1822-1882),human
11396,Q307784,Abdul Khalek Hassouna,Egyptian diplomat (1898–1992),human
11397,Q1949208,Moses Kinkaid,"Congressman, politician (1856-1922)",human
11398,Q32681,Frans Timmermans,Dutch politician and diplomat,human
11399,Q1626032,Homer S. Ferguson,American politician (1889-1982),human
11400,Q230974,Ana Pauker,Romanian politician (1893-1960),human
11401,Q321457,Jim McDermott,U.S. congressman,human
11402,Q520071,Xhafer Bej Ypi,Prime minister of Albania (1880-1940),human
11403,Q2424439,Thomas H. B. Browne,American politician,human
11404,Q2424452,Thomas H. Herndon,American politician,human
11405,Q115513,Pascal Couchepin,member of the Swiss Federal Council,human
11406,Q6286577,Joseph Ripley Chandler,American politician,human
11407,Q16197421,Bruce Westerman,American politician,human
11408,Q734679,Justiniano Borgoño,President of Peru (1836-1921),human
11409,Q16197299,Mark Takai,American politician,human
11410,Q271243,Rebecca Latimer Felton,American politician (1835-1930),human
11411,Q6395370,Ketema Yifru,Ethiopian politician (1929-1994),human
11412,Q3091536,Julián Trujillo Largacha,President of Colombia,human
11413,Q1781390,Wiley Mayne,American politician (1917-2007),human
11414,Q218623,Samuel L. Mitchill,American politician (1764-1831),human
11415,Q2579478,William J. White,"American businessman and politician, Ohio",human
11416,Q3091549,Manuel Antonio Sanclemente,President of Colombia,human
11417,Q430801,Elmer Hendrickson Geran,American politician (1875-1954),human
11418,Q9345256,Stefan Olszowski,Polish politician,human
11419,Q1064640,Charles Gustav Binderup,American politician (1873-1950),human
11420,Q60215495,Gent Cakaj,Albanian politician,human
11421,Q7346803,Robert Lee Davis,American politician,human
11422,Q2341317,John Randolph of Roanoke,American politician (1773-1833),human
11423,Q7174682,Peter Hitchcock,American politician (1781-1853),human
11424,Q9266530,Gbehzohngar Findley,Liberian politician and businessman,human
11425,Q1801278,Lamar Jeffers,American politician (1888-1983),human
11426,Q57892,Peter O'Neill,Prime Minister of Papua New Guinea from 2011 to 2019,human
11427,Q1309895,Lucius Mendel Rivers,American politician (1905-1970),human
11428,Q29008,Alfons Gorbach,Austrian politician (1898-1972),human
11429,Q669087,John Floyd,American politician and military officer (1783–1837),human
11430,Q1512977,Raul Mälk,Estonian politician,human
11431,Q744989,Masayoshi Ito,Japanese politician (1913-1994),human
11432,Q881061,George Clement Perkins,Governor of California (1839-1923),human
11433,Q579,Carlos Ibáñez del Campo,Chilean army officer and political figure (1877-1960),human
11434,Q324742,Prescott Bush,"American politician, US Senator from Connecticut (1895-1972)",human
11435,Q969757,John Breaux,American attorney and retired politician,human
11436,Q1680135,James Carr,American politician (1777-1818),human
11437,Q1700435,John Henry Raney,American politician (1849-1928),human
11438,Q1496594,Gayton P. Osgood,American politician (1797-1861),human
11439,Q1557973,Alexander Smyth,United States Army general (1765-1830),human
11440,Q381218,Karel De Gucht,Belgian politician,human
11441,Q576,Jorge Alessandri,Chilean politician and President (1896-1986),human
11442,Q19943,Juan Carlos I of Spain,King of Spain from 1975 to 2014,human
11443,Q84190,Fred Sinowatz,Austrian historian and chancellor (1929-2008),human
11444,Q5896107,Hernán Cubillos,Chilean politician,human
11445,Q744084,Ninian Edwards,American politician (1775-1833),human
11446,Q2793470,Newton Steers,American politician (1917-1993),human
11447,Q744145,Feliciano Viera,President of Uruguay (1872-1927),human
11448,Q1613444,John W. Kendall,American politician (1834-1892),human
11449,Q457800,César Charlone,Uruguayan politician (1895-1973),human
11450,Q370638,Edwin C. Burleigh,American politician (1843-1916),human
11451,Q13219093,Frank Crowther,American politician (1870-1955),human
11452,Q1351057,George Henry White,"American attorney and politician, North Carolina (1852-1918)",human
11453,Q1700570,John Joseph Delaney,American politician (1878-1948),human
11454,Q18739104,Stacey Plaskett,United States Virgin Islands politician,human
11455,Q162983,Radmila Šekerinska,politician from North Macedonia,human
11456,Q362380,Ion Gheorghe Maurer,Romanian politician (1902-2000),human
11457,Q888522,Carlos Alberto Brenes,President of Nicaragua (1884–1942),human
11458,Q462542,Theodoros Pangalos,"Greek politician, former minister of Foreign Affairs",human
11459,Q1700604,"John James Flynt, Jr.",American politician (1914-2007),human
11460,Q13219100,Nehemiah H. Earll,American politician (1787-1872),human
11461,Q1624853,Oscar E. Bland,American politician (1877-1951),human
11462,Q2428231,Thomas Wingfield Grimes,Confederate Army soldie and politician (1844-1905),human
11463,Q437176,James H. Kyle,American politician,human
11464,Q58254,Jean-Marie Ehouzou,Beninese diplomat,human
11465,Q963943,Francisco Andrade Marín,Acting President of Ecuador (1912),human
11466,Q5126808,Clarence Wayland Watson,American politician,human
11467,Q548543,Arsenio Martínez-Campos y Antón,Spanish general and politician (1831-1900),human
11468,Q861579,Juan Bautista Gaona,"Provisional President of Paraguay, 1904 – 1905",human
11469,Q313122,Venustiano Carranza,Mexican politician and president of Mexico (1859-1920),human
11470,Q888662,Bobby Schilling,Republican legislator from Illinois (1964-2021),human
11471,Q441371,Nicolás Avellaneda,"Argentinian lawyer, journalist and politician (1837-1885)",human
11472,Q6069522,Thomas M. Reynolds,American politician,human
11473,Q542676,Elton Gallegly,American politician,human
11474,Q857,Juan Luis Sanfuentes,Chilean politician and President (1858-1930),human
11475,Q1281454,Ivaylo Kalfin,Bulgarian politician,human
11476,Q2064037,Al D'Amato,American politician,human
11477,Q13219819,Thomas Smith,American politician and Pennsylvania congressman (1773-1846),human
11478,Q782404,William H. Kitchin,American congressman (1837-1901),human
11479,Q16079023,Pierre Auguste Avaro,Gabonese politician,human
11480,Q330640,Enele Sopoaga,Tuvaluan politician and diplomat,human
11481,Q881393,Spessard Holland,former Senator and Governor of Florida,human
11482,Q6142681,James S. Parker,"American politician, New York (1867-1933)",human
11483,Q1966498,Nathan Cole,American congressman and mayor (1825-1904),human
11484,Q888596,Tahirou Congacou,Beninese politician (1913-1994),human
11485,Q888648,Moses Robinson,American politician (1741-1813),human
11486,Q1626737,Lester L. Wolff,American politician,human
11487,Q888641,Paul Fannin,Republican governor of and U.S. Senator from Arizona (1907–2002),human
11488,Q1263716,Dudley Chase Denison,American politician (1819-1905),human
11489,Q16980175,John Ratcliffe,American politician,human
11490,Q5339582,Edmund J. Stack,American politician (1874-1957),human
11491,Q5515715,Gabriel Lafayette Dennis,Liberian politician,human
11492,Q434858,Julie Bishop,Australian politician,human
11493,Q1424746,Robert E. De Forest,American mayor (1845-1924),human
11494,Q1700928,John M. Pinckney,American politician (1845-1905),human
11495,Q5345511,Edward Swann,American politician (1862-1945),human
11496,Q58087,Iurie Leancă,Moldovan politician,human
11497,Q888792,Johnny Paul Koroma,Sierra Leonean warlord (1960-2003),human
11498,Q1677425,Jacob B. Blair,American politician (1821-1901),human
11499,Q881633,J. C. S. Blackburn,American politician (1838-1918),human
11500,Q3339377,Nhiek Tioulong,Cambodian politician,human
11501,Q2598193,Christopher D. Sullivan,American politician,human
11502,Q1156097,Abraham P. Stephens,American politician (1796-1859),human
11503,Q2637869,Albert F. Dawson,American politician,human
11504,Q14345,Roh Moo-hyun,16th President of the Republic of Korea (1946–2009),human
11505,Q1499789,Herman Welker,American politician (1906-1957),human
11506,Q353922,Michael Pilgrim,Prime Minister of Saint Lucia,human
11507,Q2622097,Alfred B. Kittredge,American politician,human
11508,Q1311606,Marmaduke Williams,American politician (1774-1850),human
11509,Q2592932,Abram B. Olin,United States federal judge (1808-1879),human
11510,Q520299,Theodore Weld Burdick,American politician (1836-1898),human
11511,Q2134062,Raymond Bartlett Stevens,American politician (1874-1942),human
11512,Q57796,Tillman Thomas,Grenadian Prime Minister,human
11513,Q7179200,Petrus Compton,foreign minister,human
11514,Q6827209,Mial Eben Lilley,American politician,human
11515,Q1680659,James Kee,American politician (1917-1989),human
11516,Q1117477,John T. Hunt,American congressman for Missouri (1860-1916),human
11517,Q2045582,Lansdale Ghiselin Sasscer,Politician and United States Army officer (1893-1964),human
11518,Q928988,Clement Claiborne Clay,"American lawyer, judge and politician (1816-1882)",human
11519,Q208834,René Préval,Ex-President of Haiti (1943-2017),human
11520,Q307997,Abdellatif Filali,Moroccan Prime Minister (1928-2009),human
11521,Q217794,Abel Pacheco,President of Costa Rica (2002-2006),human
11522,Q568344,John William Noell,American politician (1816-1863),human
11523,Q5542258,George May Keim,American politician,human
11524,Q2067182,Taher al-Masri,Jordanian politician,human
11525,Q2579937,William McFarland,American politician,human
11526,Q277057,George Henry Lindsay,American politician,human
11527,Q1385494,William Benton,American politician (1900–1973),human
11528,Q273549,Alben W. Barkley,vice president of the United States from 1949 to 1953,human
11529,Q157111,Branko Crvenkovski,President of the Republic of North Macedonia,human
11530,Q5342812,Edward Everett Robbins,American politician (1860-1919),human
11531,Q1382641,Luís Amado,Portuguese politician; former minister,human
11532,Q4502515,Mian Arshad Hussain,Pakistani diplomat and foreign minister,human
11533,Q1443758,Frank McCloskey,American politician (1939-2003),human
11534,Q15613248,Alfonso Barrera Valverde,Ecuadorian writer (1929-2013),human
11535,Q1273477,"E. Clay Shaw, Jr.",American politician (1939-2013),human
11536,Q6281782,Joseph Buffington,American politician (1803-1872),human
11537,Q58113,Kostyantyn Gryshchenko,Foreign minister ukraine,human
11538,Q10857432,Pavlo Klimkin,Ukrainian diplomat and politician,human
11539,Q2423372,Thomas Davenport,American politician,human
11540,Q1506795,George A. Kasem,American politician (1919-2002),human
11541,Q1042735,Carlos Bee,American politician (1867-1932),human
11542,Q1469787,John B. Allen,American soldier and politician (1845-1903),human
11543,Q1273501,E. H. Hedrick,American politician (1894-1954),human
11544,Q380668,Shehu Shagari,President of Nigeria (1925-2018),human
11545,Q244407,Paul Kruger,South African politician and President of the South African Republic (1825–1904),human
11546,Q2638222,Albert Joseph Engel,American politician,human
11547,Q8019765,William W. Chalmers,U.S. Representative from Ohio,human
11548,Q6310750,Juma Oris,Ugandan politician,human
11549,Q675971,"Ezekiel S. Candler, Jr.",American politician (1862-1944),human
11550,Q744435,Buckner Thruston,United States federal judge (1763-1845),human
11551,Q279900,Thomas R. Bard,American politician (1841-1915),human
11552,Q925052,Tim Johnson,United States Senator from South Dakota,human
11553,Q6210357,Joe Hoeffel,American politician,human
11554,Q166846,Yerzhan Kazykhanov,Ambassador of Kazakhstan to the United States of America,human
11555,Q1506903,George B. Churchill,American politician from Massachusetts (1866-1925),human
11556,Q1664365,Truman H. Aldrich,American politician (1848-1932),human
11557,Q759142,Frederick A. Tallmadge,American politician (1792-1869),human
11558,Q58217,Sergey Lavrov,Russian politician and Foreign Minister,human
11559,Q545370,Johann Jakob Scherer,member of the Swiss Federal Council (1825-1878),human
11560,Q58205,Youssouf Ouédraogo,Burkina Faso politician (1952-2017),human
11561,Q73415,Ludwig von Falkenhausen,German general,human
11562,Q2428216,Thomas Wilson,U.S. Representative from Virginia (1765-1826),human
11563,Q1664399,Willa McCord Blake Eslick,American politician (1878-1961),human
11564,Q7146542,Patrick Gaines Goode,American politician (1798-1862),human
11565,Q6699348,Ludwig Teller,American politician,human
11566,Q381018,Armando Calderón Sol,President of El Salvador (1948-2017),human
11567,Q500046,Albert Gallatin,"American politician, diplomat and scholar (1761-1849)",human
11568,Q284597,Jason Hu,Taiwanese politician,human
11569,Q4120841,Charles Slade,American politician,human
11570,Q183581,Hassan Wirajuda,Indonesian politician,human
11571,Q5487008,Frank H. Hurd,American politician,human
11572,Q428521,Anthony Caminetti,American politician (1854-1923),human
11573,Q1741163,Kifle Wodajo,Ethiopian politician (1936-2004),human
11574,Q3101895,George E. Sangmeister,American politician,human
11575,Q335219,Yen Chia-kan,former President of the Republic of China (Taiwan) (1905-1993),human
11576,Q16654676,Lejeune Mbella Mbella,Cameroonian diplomat,human
11577,Q879932,Carlos Mendieta,Cuban politician (1873-1960),human
11578,Q7087756,Oliver Phelps,American politician,human
11579,Q16195304,Steve Russell,"American politician, soldier",human
11580,Q13219989,Charles Rich,American lawyer and politician,human
11581,Q4071361,Qadriddin Aslonov,Soviet politician,human
11582,Q1065664,Charles O. Lobeck,American politician (1852-1920),human
11583,Q2150045,Louis Murphy,American politician,human
11584,Q1265374,Duncan E. McKinlay,American politician (1862-1914),human
11585,Q285102,Jay Rockefeller,American politician,human
11586,Q545539,Truong Chinh,former General Secretary of the Communist Party of Vietnam (1907-1988),human
11587,Q2217937,Samuel Atkins Eliot,US politician,human
11588,Q974307,Matthew Locke,American politician (1730-1801),human
11589,Q9640,Lyndon B. Johnson,president of the United States from 1963 to 1969,human
11590,Q3978229,Susan Molinari,American politician,human
11591,Q4121016,Frederick A. Johnson,American politician,human
11592,Q888703,Lorenzo Guerrero,President of Nicaragua from 1966 to 1967,human
11593,Q879169,Manuel Estrada Cabrera,Guatemalan President (1857-1924),human
11594,Q5129896,Clay Forau Soalaoi,Solomon Islands politician,human
11595,Q145952,Otilio Ulate Blanco,President of Costa Rica (1891-1973),human
11596,Q5857404,Juracy Magalhães,brazilian military and political,human
11597,Q2046354,Huseyn Shaheed Suhrawardy,Bengali barrister and politician (1892–1963),human
11598,Q1507332,George Farmer Burgess,American politician (1861-1919),human
11599,Q613651,James Jones,American politician and lawyer from the state of Georgia (1769-1801),human
11600,Q6959992,Najibullah Lafraie,Afghan politician,human
11601,Q438858,Bartolomé Martínez,President of Nicaragua (1873-1936),human
11602,Q972686,Washington Gardner,Union United States Army soldier (1845-1928),human
11603,Q1855840,Xavier Becerra,25th United States Secretary of Health and Human Services,human
11604,Q2133941,Ray P. Chase,American politician (1880-1948),human
11605,Q1586688,Harry P. Cain,American politician (1906-1979),human
11606,Q737918,Frank Tejeda,United States Marine (1945-1997),human
11607,Q1267962,Dutee Jerauld Pearce,American politician (1789-1849),human
11608,Q332096,Alexandros Zaimis,"Greek politician ,former president of the Hellenic Republic",human
11609,Q1494348,Garner E. Shriver,American politician (1912-1998),human
11610,Q964376,Thomas J. Geary,American politician (1854-1929),human
11611,Q921198,Alanson M. Kimball,American politician (1827-1913),human
11612,Q561325,Mickey Leland,American politician (1944-1989),human
11613,Q13219582,James Hodge Codding,American politician (1849-1919),human
11614,Q590537,John Giheno,Papua New Guinea Prime Minister (1950-2017),human
11615,Q327912,Karl Mundt,American politician (1900-1974),human
11616,Q12178848,Ahmed Bin Khalifa Al Suwaidi,politician,human
11617,Q51068,Charles I of Austria,final monarch of Austria-Hungary (r. 1916–1918),human
11618,Q134068,Nawaz Sharif,"Former Pakistani three time Prime Minister, businessman and politician",human
11619,Q13219169,Lewis Selye,United States Representative from New York,human
11620,Q466285,Jorge Castañeda y Álvarez de la Rosa,Mexican diplomat,human
11621,Q365409,Francisco León de la Barra,President of Mexico (1863-1939),human
11622,Q1700307,John H. Foster,American politician (1862-1917),human
11623,Q5983250,Luis Emilio Gómez Ruiz,,human
11624,Q3387950,Pierrot Rajaonarivelo,Malagasy politician and diplomat,human
11625,Q1700335,John H. Tolan,American politician (1877-1947),human
11626,Q884572,John Cotton Smith,"American politician, lawyer and judge (1765-1845)",human
11627,Q134123,"Prince Kyril, Prince of Preslav",Bulgarian Royal (1895-1945),human
11628,Q509441,Mark Hanna,American businessman and politician (1837–1904),human
11629,Q57405,Susilo Bambang Yudhoyono,6th President of Indonesia (2004—2014),human
11630,Q2979715,John Sanford,American politician (1803-1857),human
11631,Q5538801,George E. White,"American politician, Illinois (1848-1935)",human
11632,Q4685569,Adriano Espaillat,Dominican-American politician (born 1954),human
11633,Q1684300,Jay Abel Hubbell,American politician (1829-1900),human
11634,Q263283,Hugh Quincy Alexander,American politician (1911-1989),human
11635,Q13219752,John Denniston Patton,American politician (1829-1904),human
11636,Q682902,Littleton Waller Tazewell,American politician (1774-1860),human
11637,Q1822171,Lewis V. Bogy,American politician (1813-1877),human
11638,Q113935,Miguel d'Escoto Brockmann,Nicaraguan-American Catholic priest and diplomat (1933-2017),human
11639,Q2344588,Stephen Clarendon Phillips,American politician from Massachusetts (1801-1857),human
11640,Q2344611,Stephen Clark Foster,American politician (1799-1872),human
11641,Q995149,Bryant Thomas Castellow,American politician (1876-1962),human
11642,Q747375,James K. Vardaman,American politician (1861–1930),human
11643,Q2577750,William A. Russell,American politician (1831-1899),human
11644,Q774563,Thomas B. Cooke,American politician (1778–1853),human
11645,Q4737568,Alusine Fofanah,Sierra Leonean politician,human
11646,Q5596861,Granville Barrere,American politician (1829-1889),human
11647,Q328119,Moses Hicks Grinnell,American politician (1803-1877),human
11648,Q13219833,James Dale Strawbridge,Union United States Army soldier (1824-1890),human
11649,Q13219870,Hendrick Bradley Wright,American politician (1808-1881),human
11650,Q283369,Robert McClelland,American governor of Michigan (1807-1880),human
11651,Q7708970,Thaddeus Campbell Sweet,American politician (1872-1928),human
11652,Q5344049,Edward Lane,"American politician from Illinois, 1842-1912",human
11653,Q41178,Haile Selassie I,Emperor of Ethiopia from 1930 to 1974,human
11654,Q5498950,Frederick W. Green,American politician (1816-1879),human
11655,Q27986410,Urbino Botelho,,human
11656,Q5497222,Frederick A. Sawyer,American politician (1822-1891),human
11657,Q1542694,Luther Severance,American politician (1797-1855),human
11658,Q1670599,Lucien Anderson,American politician (1824-1898),human
11659,Q2426053,"Thomas McEwan, Jr.",American politician (1854-1926),human
11660,Q6243722,John L. Vance,"Union Army officer, politician (1839-1921)",human
11661,Q23358,Stanley Bruce,"Australian politician, eighth Prime Minister of Australia (1883-1967)",human
11662,Q1305216,H. Joel Deckard,American politician (1942-2016),human
11663,Q1542678,Willis G. Sears,American politician (1860-1949),human
11664,Q6135172,James H. Graham,American politician (1812-1881),human
11665,Q8018828,William Stewart,Republican member of the U.S. House of Representatives,human
11666,Q126671,Nicolae Văcăroiu,former prime minister of Romania,human
11667,Q328370,Egbert Benson,American politician (1746-1833),human
11668,Q1345876,William Henry Ashley,American politician (1778-1838),human
11669,Q951440,John Miller,Missouri politician (1781-1846),human
11670,Q152474,Rafael Trujillo,President of the Dominican Republic (1891-1961),human
11671,Q775412,Bill Keating,American politician (born 1952),human
11672,Q162740,Vuk Drašković,Serbian politician,human
11673,Q8014215,William L. Springer,American politician,human
11674,Q260534,David Turpie,American politician (1828-1909),human
11675,Q1063931,Charles Chapman,American politician (1799-1869),human
11676,Q1700097,John Fowler,"American planter, soldier, and politician (1756-1840)",human
11677,Q145342,George W. Murray,American politician,human
11678,Q434470,Joe Courtney,United States Representative from Connecticut,human
11679,Q1443088,Frank Clark,American politician (1860-1936),human
11680,Q3240758,Lila Ratsifandrihamanana,Malagasy diplomat,human
11681,Q1330727,Elisha Phelps,American politician (1779-1847),human
11682,Q1617045,Hezekiah Williams,"American politician, Maine (1798-1856)",human
11683,Q533169,John Brademas,American politician (1927-2016),human
11684,Q328440,Jonathan Ward,American politician (1768-1842),human
11685,Q4710382,Albert H. Tracy,American politician (1793-1859),human
11686,Q1328820,Eli Saulsbury,American politician (1817-1893),human
11687,Q937682,Hirofumi Nakasone,Japanese politician,human
11688,Q111583,James W. Covert,American politician (1842-1910),human
11689,Q15618066,Diego Cordovez Zegers,Ecuadorian diplomat,human
11690,Q1722834,Kamal Hassan Ali,Egyptian politician and military hero (1933-1993),human
11691,Q639690,George Alexander Pearre,19th Century American politician (1860-1923),human
11692,Q1738088,Keith Sebelius,American politician (1916-1982),human
11693,Q943321,Henry Thomas Rainey,American politician (1860-1934),human
11694,Q82451,Peter Sharpe,American politician (1777-1842),human
11695,Q964959,Pete Domenici,United States Senator from New Mexico (1932–2017),human
11696,Q1320724,Alexander S. Clay,American politician (1853-1910),human
11697,Q644060,James T. Elliott,"United State Representative from Arkansas, during Reconstruction (1823-1875)",human
11698,Q5448542,Filipe Bole,Fijian politician (1936-2019),human
11699,Q2133994,Ray Thornton,American politician,human
11700,Q360015,Muhammad Saeed al-Sahhaf,iraqi diplomatic politician and Information Minister,human
11701,Q1192972,John Winthrop Chanler,American politician (1826-1877),human
11702,Q118229,Robert Haab,Swiss politician (1865–1939),human
11703,Q336901,Antonio Cánovas del Castillo,Spanish politician and Bourbon Restoration architect (1828–1897),human
11704,Q1681230,James Vernon Smith,American politician (1926-1973),human
11705,Q478094,John B. T. Campbell III,American politician,human
11706,Q2853312,Antipas Mbusa Nyamwisi,Democratic Republic of the Congo politician,human
11707,Q1395649,Marilyn Musgrave,American politician,human
11708,Q5667726,Harry C. Ransley,American politician,human
11709,Q5539873,George Gray Leiper,American politician,human
11710,Q164281,Loukas Papademos,Greek economist and Prime Minister,human
11711,Q2514455,David John Lewis,American politician,human
11712,Q1681179,J. Thomas Heflin,American politician (1869-1951),human
11713,Q377118,Adrien Lachenal,member of the Swiss Federal Council (1849-1918),human
11714,Q58106,Nikolay Mladenov,Bulgarian politician,human
11715,Q164346,Einar Gerhardsen,22nd Prime Minister of Norway,human
11716,Q2514343,Reuben Whallon,American politician,human
11717,Q55637,José María Aznar,Prime Minister of Spain from 1996 to 2004,human
11718,Q1702876,Jonah Kūhiō Kalanianaʻole,Hawaiian royalty and Hawaiian politician (1871-1922),human
